open,close,high,low,volume,amount,absolute_price_oscillator,balance_of_power,cci,chande_momentum_oscillator,percentage_price_oscillator,macd,wr_6,rsi_6,stochastic_oscillator,tema,tr,atr
33609.45,33609.2,33655.41,30837.37,91004.805887,2118170,-7.961757297063741,-8.871414174390697e-05,-36.17788214876603,-7.653849650034153,-0.026517777857172613,-15.553395069444377,1.6397921959946036,49.586178811140826,26.067154849076722,33604.411768542326,2818.0400000000045,2838.987999127396
33467.92,33467.92,33484.89,30837.37,90837.908092,2116316,-15.566690235238639,0.0,-341.6658780480561,-73.0996100909819,-0.04730820861388607,-24.219304635444132,6.653205774226232,15.814407452468387,0.0,33510.748188382946,2771.829999999998,2833.298867667264
33375.18,33373.92,33473.92,30837.37,90665.44121,2113729,-23.731212565413443,-0.00047789725209157333,-270.7521179119751,-81.69256453063126,-0.07055752048225765,-37.351179252516886,9.988857503797135,10.243964953277427,0.0,33404.693949732115,2636.5499999999993,2816.850256002571
33373.87,33375.54,33473.92,30837.37,90637.230856,2113000,-29.30773150094683,0.0006334035007863512,-172.821846520187,-78.68360078949861,-0.08776066511614863,-47.039316345551924,9.93137073994699,10.893072483877575,0.5093218473929075,33364.242558071484,2636.5499999999993,2801.958072150396
33350.61,33355.9,33473.92,30837.37,90542.485143,2111540,-33.45465684905503,0.0020064098917148827,-133.49633105468865,-79.07153087876186,-0.1016205447822134,-55.46706215204176,10.628309037487103,9.856103085550316,0.0,33339.59365736618,2636.5499999999993,2788.446825367982
33352.86,33352.86,33473.92,30837.37,90493.293587,2110823,-36.02300452221243,0.0,-106.11132143200025,-77.73728079347771,-0.11149691882828394,-61.62330823566299,10.736185433847725,9.684856437151879,0.0,33333.21095342146,2636.5499999999993,2776.1651930625176
33344.7,33344.26,33473.92,30837.37,90474.559739,2110353,-37.53359225167151,-0.00016688475469649826,-90.17070037359238,-76.98366124100691,-0.11856991363179427,-66.34652518671646,5.311763461654581,9.145436029210458,0.0,33329.92216069963,2636.5499999999993,2764.982011834605
33306.55,33306.54,33473.92,30837.37,90399.254042,2109458,-39.04137326156342,-3.7928353348266753e-06,-87.57360494904296,-78.73651771957107,-0.12557061657390128,-72.04605901153263,6.3484477821394405,7.072220484472425,0.0,33306.21223649118,2636.5499999999993,2754.783043699706
33280.45,33280.46,33473.92,30837.37,90357.135756,2108923,-40.202877571926365,3.7928353348266753e-06,-84.03372153670357,-80.80950731434604,-0.13157443545828654,-77.59986442485388,7.337619237260783,5.952615072873314,0.0,33281.0226409943,2636.5499999999993,2745.468347867918
33341.0,33341.0,33473.92,30837.37,90314.205805,2108416,-38.680175791247166,0.0,-57.28044790516337,-57.57378724194826,-0.1301450659718036,-76.53881521898438,5.041436726024475,34.734026743198626,18.41576930096771,33316.097792882705,2636.5499999999993,2736.9501295901296
33231.21,33225.33,33473.92,30837.37,90231.349599,2107142,-40.113512385301874,-0.0022301871764227425,-90.42495658536275,-66.00171201012357,-0.13638922140987758,-83.48414111568854,9.428609356924639,20.411883495496042,0.0,33252.55375202463,2636.5499999999993,2729.150967819407
33300.92,33303.48,33473.92,30837.37,90229.84012,2107044,-38.289571379613335,0.0009709658455196937,-56.39165314010323,-49.61174004192833,-0.13369461472753438,-82.07877851678495,6.464508543361404,40.352363602046154,20.358454685180504,33281.658708242234,2636.5499999999993,2722.002345900866
33277.99,33277.99,33473.92,30837.37,90247.0957,2106896,-36.99241663504654,0.0,-66.26662602619717,-54.13431835640525,-0.13202180565851457,-81.96033968909614,7.431302270011961,36.748645441629336,13.718185844165175,33278.80690975715,2636.5499999999993,2715.4434263513012
33265.19,33265.19,33473.92,30837.37,90225.512867,2106943,-35.75200558897268,0.0,-79.51283221112662,-41.94269163132171,-0.13019196267598276,-81.89629726661224,7.916785192770703,34.87200882368042,10.38372365644647,33269.517029369,2636.5499999999993,2709.4200235393996
33274.41,33266.97,33473.92,30837.37,90208.933216,2106824,-34.164331052670605,-0.0028218694885370392,-77.61232607229083,-27.343849870885848,-0.12712828886147157,-80.76998354217358,7.849272723824587,35.42232532098545,17.164763592893365,33267.50927917113,2636.5499999999993,2703.883737806963
33280.05,33280.06,33473.92,30837.37,90222.772858,2106899,-32.02709529874846,3.7928353320670246e-06,-51.13897041028584,-23.7158469945364,-0.122248899334082,-77.96130159523454,7.352790578597054,39.9035292474171,36.435656747218054,33276.580121965104,2636.5499999999993,2698.7912220554967
33304.82,33304.82,33473.92,30837.37,90234.269984,2107005,-29.188658873765235,0.0,-1.7822445561428244,-12.528205631316002,-0.11508463265044065,-72.97075169063464,6.413684549885214,48.081193001478795,52.91924638838854,33298.316620913596,2636.5499999999993,2694.1035576222066
33261.72,33259.94,33473.92,30837.37,90189.738661,2106642,-27.856362911006727,-0.0006751246894611657,-77.37054373105855,-20.669098674258993,-0.11169025152341096,-71.67691206745803,8.115909047808536,37.10023177727691,26.506854560772506,33275.82471583429,2636.5499999999993,2689.785720795666
33237.27,33237.28,33473.92,30837.37,90194.161895,2106495,-27.032087628871523,3.7928353348266753e-06,-110.29644036604483,-23.074932056426082,-0.10954317844937009,-71.58910236546217,8.9753655345053,32.59055712579767,9.370344232727357,33249.47175216506,2636.5499999999993,2685.806124877324
33118.42,33112.86,33473.92,30837.37,90105.29601,2104579,-29.49672775187355,-0.002108816445733126,-281.4514191795202,-35.194068905364226,-0.11646020312586346,-80.31507845344458,13.694411257135187,18.0967827106375,0.0,33150.871770146965,2636.5499999999993,2682.1362255063373
33146.53,33146.52,33473.92,30837.37,90097.660014,2104026,-29.85051450123501,-3.7928353348266753e-06,-167.98230811315017,-24.007886718050496,-0.11787659775895074,-83.62091315371072,12.417742883692764,28.429798926308123,14.754098360654117,33134.00482504874,2636.5499999999993,2678.75017920108
33143.32,33139.87,33473.92,30837.37,90060.378882,2103699,-29.78524989006837,-0.001308528190247517,-134.62328960238648,-39.90595424694001,-0.11816897226098501,-85.76875052501418,12.669966433407131,27.60416128404856,11.839221530640005,33126.55188250844,2636.5499999999993,2675.624546859072
33153.01,33153.01,33473.92,30837.37,89984.601311,2102803,-28.845642099378892,0.0,-96.21541250539568,-18.01335060277019,-0.11600069000827397,-85.44724317395594,12.171587870512461,32.2682113872269,17.598842815815534,33136.51600424707,2636.5499999999993,2672.7380353951803
33095.37,33095.37,33473.92,30837.37,89986.317986,2102693,-29.299167406406923,0.0,-128.88625477897142,-54.6263485313825,-0.11758362718219112,-88.71012779379816,14.35777815706115,24.096494339340154,0.0,33103.26685388586,2636.5499999999993,2670.0712718603895
33107.38,33109.68,33473.92,30837.37,89958.32993,2102353,-28.717853595215274,0.0008723521268335177,-92.96214580495192,-45.515022039537904,-0.11633627938598892,-89.13396478716459,13.815023420758113,29.42135959833101,6.832179517783658,33101.2292229963,2636.5499999999993,2667.6066053276163
33136.81,33136.81,33473.92,30837.37,89926.466948,2102162,-27.01299717668371,0.0,-58.177458514118854,-33.421847339375994,-0.11185553587472236,-86.32547246269678,12.786027194629371,39.13545904464867,19.78515158748896,33122.012197595555,2636.5499999999993,2665.32793260153
33106.07,33098.12,33473.92,30837.37,89881.659232,2101794,-26.39237512818363,-0.0030153040905718047,-82.65274457523249,-40.10403059164614,-0.11017648803111056,-86.16891710205527,14.253475185374665,31.67485384260155,1.3129625208880584,33105.4326471118,2636.5499999999993,2663.2205444408887
33127.66,33127.66,33473.92,30837.37,89867.145874,2101677,-24.6285262181118,0.0,-48.629523819743355,-34.83587821157554,-0.10522762138883543,-82.74512957429397,13.13307162769509,41.834171745342935,15.416567199809654,33119.79324502308,2636.5499999999993,2661.270989501764
33195.22,33210.62,33473.92,30837.37,89790.538736,2100592,-20.51515445969926,0.005840966414443671,41.45189103081633,-19.004196255649045,-0.09346739351868456,-72.60407250496064,9.986535434563946,61.25116945232874,55.02506564812681,33185.13990799961,2636.5499999999993,2659.466953639716
33240.58,33237.38,33473.92,30837.37,89744.146955,2099479,-16.34648264585485,-0.0012137073068989271,78.73326655879015,-4.7240137364951185,-0.0810300037879816,-61.72761852580879,8.9715726991713,65.68515990732742,67.80138457865684,33231.55553287077,2636.5499999999993,2657.79715256553
33191.0,33191.01,33473.92,30837.37,89739.214546,2099257,-14.309819471513038,3.7928353348266753e-06,42.163272863714745,-9.23055439184467,-0.07410478478513695,-56.15214513855608,10.730310443571952,53.06002947145904,58.115087804581385,33216.019927670946,2636.5499999999993,2656.25123614604
33228.95,33228.95,33473.92,30837.37,89697.238998,2099046,-11.463845212041633,0.0,105.20785894016514,27.987656404447176,-0.06476843461798834,-48.15473972478503,9.291308717832061,60.51205915741596,94.06379832406127,33232.53726574795,2636.5499999999993,2654.819702889806
33189.33,33189.33,33473.92,30837.37,89693.211145,2098875,-10.297844085886027,0.0,56.41669922444273,10.174688057043054,-0.05991923698280545,-44.46429619963601,10.794030077184068,50.471143890102894,66.16435462291571,33209.39367470608,2636.5499999999993,2653.4938233656007
33125.3,33125.3,33473.92,30837.37,89713.85705,2099073,-11.09818255096252,0.0,-52.72584639154675,-3.047288394369873,-0.06061940028678902,-46.11893552534457,13.222582541578785,38.18374048320128,21.075980564749944,33152.30652920748,2636.5499999999993,2652.2655714768666
33188.22,33190.96,33473.92,30837.37,89707.576954,2098864,-9.60917702365623,0.0010392368815300159,50.36484994968017,7.151606520305208,-0.0551573865080643,-41.70278136048728,10.732206861239089,52.43373362285177,67.31216111541443,33173.62512643935,2636.5499999999993,2651.127562663265
33218.31,33218.35,33473.92,30837.37,89690.283926,2098780,-7.552198978224624,1.5171341336547051e-05,79.95381186383763,24.576338928857815,-0.04802861110484176,-35.602435003602295,9.693349263241728,57.354751900036256,86.59953524399722,33203.38226569813,2636.5499999999993,2650.0729982257067
33258.23,33261.02,33473.92,30837.37,89654.928567,2098339,-4.670289883692021,0.00105820105819863,119.39280826173825,28.621680913837345,-0.03843474015984123,-27.042308996416978,8.074946426200965,64.26590559860098,100.0,33246.33296405712,2636.5499999999993,2649.0956150777183
33249.0,33249.0,33473.92,30837.37,89602.298911,2098010,-2.802191582195519,0.0,94.4537551488709,21.841721016258145,-0.03145615825881169,-20.979155094973976,8.53084523335413,60.92810310906367,92.62124002455664,33255.17850020206,2636.5499999999993,2648.189640316681
33269.03,33269.03,33473.92,30837.37,89597.361802,2098032,-0.7938871436745103,0.0,111.9361900426372,34.527970262026905,-0.024003921567387815,-14.403753738668456,7.771140315943163,64.60421927088308,100.0,33270.8340900166,2636.5499999999993,2647.349750085964
33267.11,33265.26,33473.92,30837.37,89614.370712,2098318,0.597918830884737,-0.0007016745367994331,93.3252242901293,29.32526320276392,-0.018198434774492747,-9.38695847056806,7.914130208036877,63.25992287247496,97.79416066935997,33272.826613558434,2636.5499999999993,2646.5710322653667
33301.4,33301.41,33473.92,30837.37,89589.070586,2097859,2.6594373173065833,3.7928353348266753e-06,137.72592247945488,21.493335858527956,-0.010505015198871159,-2.4839315451099537,6.543020234776311,70.35732935355807,100.0,33297.08844048803,2636.5499999999993,2645.848952584338
33289.82,33286.33,33473.92,30837.37,89689.3055,2097931,3.7048804241640028,-0.0013236995315840639,101.59315867492751,11.917804883988861,-0.0055844986695129505,1.7563205822661985,7.114979803151715,64.15357277546985,91.43716995059809,33295.14001549558,2636.5499999999993,2645.1793238015653
33289.19,33289.19,33473.92,30837.37,89694.229177,2098069,4.497053183105891,0.0,91.6186907756128,26.736016556834,-0.0014335891699455228,5.2851061083129025,7.006504712597749,64.85876634582252,93.06115495996757,33294.31925509853,2636.5499999999993,2644.5582776369565
33297.54,33294.21,33473.92,30837.37,89696.182541,2098259,5.15029551151747,-0.0012630141662406354,85.59104994161748,19.52138797487458,0.0022428939525209195,8.387830416257202,6.816104378828363,66.2569546753043,95.91164613025703,33296.11691634758,2636.5499999999993,2643.9822391787857
33297.04,33297.03,33473.92,30837.37,89701.76695,2098386,5.625976507781161,-3.7928353348266753e-06,81.13188457052037,36.2016806722697,0.005326873841806485,10.946854441688629,6.70914642240805,67.13833800232861,97.51291806257188,33297.90705271062,2636.5499999999993,2643.447903520657
33309.48,33312.05,33473.92,30837.37,89699.23781,2098393,6.313729329576745,0.0009747586808517607,92.87948383834953,75.15392973560586,0.008904707167375002,14.019919872735045,6.13946255523299,71.83966484714,100.0,33308.5146629129,2636.5499999999993,2642.952214410672
33293.43,33293.43,33473.92,30837.37,89713.632551,2098742,6.176626253094582,0.0,58.395196726449626,50.86621990568511,0.010089787431918462,14.788082670333097,6.845688494433939,59.23334864636623,90.02945113788347,33299.337156685,2636.5499999999993,2642.492344719394
33288.44,33288.44,33473.92,30837.37,89711.985879,2098854,5.824285338152549,0.0,40.812555531865506,39.145490086571066,0.010496681324969172,14.824654111856944,7.034950977603155,56.06924485781726,80.50210587166583,33291.22203769671,2636.5499999999993,2642.0656785543442
33287.01,33287.0,33473.92,30837.37,89712.798218,2098944,5.421080108477327,-3.7928353348266753e-06,26.352947012318914,18.850674793210896,0.010578423684552987,14.569787636784895,7.08956780641362,55.05090650015893,73.26574172892023,33286.62702586167,2636.5499999999993,2641.669794867269
33309.14,33309.13,33473.92,30837.37,89707.211606,2098924,5.666977684461017,-3.7928353348266753e-06,109.22735972576173,40.64760359629369,0.012325096246310032,15.963833429195802,6.250213346987575,66.32876437634454,95.36875495637527,33300.4930849233,2636.5499999999993,2641.302452416725
33376.47,33376.46,33473.92,30837.37,89690.985782,2098630,7.692847349808289,-3.7928353348266753e-06,306.23339255064604,55.02740357526944,0.01903994222458802,22.229499455534096,3.6964973165689687,82.42664705237839,100.0,33354.098887274486,2636.5499999999993,2640.9615759628027
33352.85,33354.0,33473.92,30837.37,89691.762308,2098715,8.411464837216045,0.00043617606341675886,168.42303930248227,41.48279730740261,0.022252091398324493,25.09800349392026,4.548368132597458,69.18597182443219,79.80215827338155,33360.68018749916,2636.5499999999993,2640.6452435834535
33319.87,33319.87,33473.92,30837.37,89690.790328,2098751,7.8132693302795815,0.0,46.93328871580339,8.71165644171732,0.02173244996465224,24.343332667689538,5.84286283210998,53.51137463180221,49.10971223021764,33337.339439350355,2636.5499999999993,2640.351675013029
33300.0,33300.0,33473.92,30837.37,89693.892489,2098776,6.661962317437428,0.0,-27.258361628556617,6.308551386772859,0.019457510109097072,21.89313310944999,6.596499212986603,46.199068173957315,15.166981027403363,33311.723484190545,2636.5499999999993,2640.0792209135243
33307.56,33307.56,33473.92,30837.37,89691.916946,2098827,5.912430874286656,0.0,-2.2622981915903964,8.297574416186546,0.018069882953573913,20.325729511059762,6.3097608617322125,49.358575486603364,23.554865194714903,33305.791475172984,2636.5499999999993,2639.8263529977817
33333.84,33331.86,33473.92,30837.37,89713.637672,2099339,5.956244818298728,-0.0007509813961411412,69.53253293422053,15.643827647816757,0.01875857636555419,20.800678021580097,5.388101875556986,58.71109559173691,50.14531634250058,33321.03517567718,2636.5499999999993,2639.59165493169
33352.0,33352.0,33473.92,30837.37,89718.069393,2099475,6.466588164767018,0.0,108.92181967763185,21.30702740416297,0.020726874329984265,22.539346246885543,4.624224839278538,65.11812848424941,72.65817124972125,33342.374601995005,2636.5499999999993,2639.373813949373
33358.97,33358.97,33473.92,30837.37,89733.693603,2099960,6.933493063694186,0.0,105.13518721763191,18.772505401295437,0.022600958816037676,24.199664616309747,4.359864216494932,67.22994107433428,80.44936284373112,33356.29792536057,2636.5499999999993,2639.171613121542
33347.14,33347.14,33473.92,30837.37,89734.821306,2100171,6.817741784656391,0.0,61.12927892741352,22.089245321817316,0.022846304296015783,24.282378662959673,4.808556636513583,59.84999894454652,67.2255756762799,33353.090507521054,2636.5499999999993,2638.983924222728
33347.08,33347.07,33473.92,30837.37,89782.591895,2100621,6.611979800858535,-3.7928353348266753e-06,52.6693733255266,24.610670360574485,0.02277227720015634,24.064818787381228,4.81121162124741,59.8033855707087,67.14732841493438,33350.62699663392,2636.5499999999993,2638.809701148069
33336.17,33336.17,33473.92,30837.37,89778.315039,2100704,6.0306648080804734,0.0,18.199040994131828,19.851427187208927,0.021565295116565082,22.75171559206501,5.224630672659348,52.205811454931165,54.96311200536411,33341.251590754015,2636.5499999999993,2638.647973834783
33355.51,33355.51,33473.92,30837.37,89793.711768,2101135,6.053954321436322,0.0,64.78791765691265,18.938342180483055,0.021951908542643034,23.004495160945226,4.491096319053166,62.38146424476779,76.58171249720849,33350.52474378015,2636.5499999999993,2638.4978426474445
33358.87,33358.87,33473.92,30837.37,89813.145429,2101452,6.063316195894004,0.0,67.51064362632398,-9.72199193057855,0.022278650160081754,23.208056883668178,4.36365705182893,63.98025586877381,76.99450693173331,33356.87277296502,2636.5499999999993,2638.358473189801
33384.91,33384.91,33473.92,30837.37,89822.190476,2101489,6.716645313619665,0.0,143.5207370563732,16.75247954040536,0.024405509650098963,25.178071426336828,3.3760027308412424,74.18403903839432,100.0,33377.61339592802,2636.5499999999993,2638.2290915090875
33371.23,33371.22,33473.92,30837.37,89904.964285,2102947,6.688937919683667,-3.7928353348266753e-06,97.00238266888549,31.2976168708442,0.02467618654811442,25.34353028400801,3.8952418880733197,62.93629367595953,83.87704628429894,33376.30450013388,2636.5499999999993,2638.1089796617603
33399.86,33399.86,33473.92,30837.37,89921.712583,2103735,7.379041284420964,0.0,166.17638655550354,57.77597778291726,0.02694403323066962,27.466893370088656,2.808973848400284,73.1545450167151,100.0,33394.85196064965,2636.5499999999993,2637.9974716121833
33421.37,33418.04,33473.92,30837.37,89927.922757,2103986,8.286732676129759,-0.0012630141662406354,180.88334664279446,60.22021149024036,0.029896856588085167,30.266454858559882,2.1194363846692608,77.81376711881668,100.0,33414.724112506876,2636.5499999999993,2637.893949438245
33426.24,33426.57,33473.92,30837.37,89928.272422,2104227,9.061315642913542,0.00012516356602444343,161.64581397941078,56.479217603908225,0.032565037865260285,32.79478444180131,1.795907530674501,79.78878679361888,100.0,33427.88212937241,2636.5499999999993,2637.797839820018
33404.01,33403.96,33473.92,30837.37,89955.981946,2104814,8.825342080643168,-1.8964176671373725e-05,86.10400885713533,30.535966149503903,0.032438814571142095,32.599535544461105,2.653467599704127,62.18183515442198,76.12712490761187,33415.88898596517,2636.5499999999993,2637.708610789585
33395.65,33394.35,33473.92,30837.37,89957.270797,2105306,8.220520679176843,-0.0004930685934281204,50.513723226227576,20.474537037034313,0.03118583060293252,31.308922957410687,3.0179590753067354,55.891260960541295,64.3584070796453,33402.39746239878,2636.5499999999993,2637.6257687219245
33360.52,33360.52,33473.92,30837.37,89976.674867,2105519,6.654194002891018,0.0,-41.82505085738875,6.868583162215955,0.02708788720557123,27.24391945395473,4.301075268817261,39.15728388435622,26.93584070796256,33372.12653739879,2636.5499999999993,2637.5488555484153
33349.42,33349.42,33473.92,30837.37,89977.489644,2106042,5.059158644366107,0.0,-68.4539064613338,1.141718894232348,0.022662632759357804,22.86364910737757,4.722079990897197,35.02801625602217,14.657079646017463,33351.52652818151,2636.5499999999993,2637.4774461759794
33347.78,33347.79,33473.92,30837.37,90012.02822,2107182,3.7437750173485256,3.7928353348266753e-06,-73.01084440124586,5.911680911682096,0.01880423702340941,19.041300939432404,4.783903206842178,34.38897979875773,12.853982300887646,33342.84099535681,2636.5499999999993,2637.411146096261
33366.6,33366.6,33473.92,30837.37,90043.336683,2107793,3.24804651586237,0.0,-28.138273374059985,5.657297352444306,0.017102393211259403,17.329364566401637,4.070470880506713,47.62157349578143,33.66150442477854,33354.08189014538,2636.5499999999993,2637.3495891704833
33384.06,33384.06,33473.92,30837.37,90059.026534,2108014,3.32870395282589,0.0,12.183862346094228,11.987817065623837,0.016999377028788194,17.18279697834805,3.408241831180922,57.22985284948497,46.039603960392654,33372.70290594283,2636.5499999999993,2637.29243557675
33370.0,33364.07,33473.92,30837.37,90065.288756,2108245,2.7538880891079316,-0.0022491513530941165,-53.02689308706698,-10.211681693455679,0.015093092137098252,15.278166054755275,4.1664296144582345,45.70984609956903,20.66514343741949,33367.276549575334,2636.5499999999993,2637.2393699076056
33359.61,33359.62,33473.92,30837.37,90059.871484,2108447,2.152267298897641,3.7928353348266753e-06,-67.53273392376815,-5.953602956271395,0.01306428976008924,13.256973255833145,4.3352107868235255,43.37734664791784,15.016501650167456,33361.76608089961,2636.5499999999993,2637.1900994066177
33373.68,33373.69,33473.92,30837.37,90063.778747,2108664,2.075687097836635,3.7928353348266753e-06,-19.98794442780248,-14.517113219060173,0.012474539000207755,12.644326501838805,3.801558855322143,52.56183566217267,32.87636455953521,33369.45873449663,2636.5499999999993,2637.144352333614
33383.58,33383.07,33473.92,30837.37,90059.512562,2108865,2.253752360604267,-0.00019343460203752533,7.25422160521874,-20.39423805913798,0.012636073194497529,12.768243284917844,3.4457909009879795,58.010560170764386,44.782939832443965,33379.5731535939,2636.5499999999993,2637.1018764490177
33400.05,33400.06,33473.92,30837.37,90063.52089,2109027,2.83685650075131,3.7928353320670246e-06,62.18677762353007,-14.733507475131518,0.0140055990889258,14.074721342374687,2.801388177732287,66.39915101737762,66.34932724041326,33395.699425903265,2636.5499999999993,2637.0624376084465
33314.01,33314.01,33473.92,30837.37,90018.932216,2108884,0.7360510312464612,0.0,-182.54151164973447,-36.960184081852404,0.007893712473084326,8.075493136508157,6.065122982685565,29.987970941229264,0.0,33341.48279056925,2636.5499999999993,2637.0258184594245
33311.49,33311.49,33473.92,30837.37,90005.09075,2108812,-0.9045614293318067,0.0,-167.70948349905643,-35.06856272219659,0.0028091845842745807,3.082254877241212,6.1607024331038795,29.421000295225554,0.0,33315.933577295276,2636.5499999999993,2636.991817232673
