,open,close,high,low,volume,amount,adx,absolute_price_oscillator,balance_of_power,cci,chande_momentum_oscillator,percentage_price_oscillator,macd,wr_6,rsi_6,stochastic_oscillator,tema,tr,atr
24870,32432.314861557345,32432.4246112684,32921.88000000013,30837.370000000094,85032.07809920129,1970477.0379370148,99.99999999999994,1.857214670169924,5.265012451693254e-05,-34.248016599052626,21.335689013335003,0.0076739143749623975,7.381214094930328,23.4805968180399,43.9814967965352,49.209850980704694,32432.213861170458,2084.510000000035,2084.5100000000357
24875,32427.002715384853,32426.769364736083,32921.88000000013,30837.37000000009,85031.91176638719,1970505.0583979688,99.99999999999994,1.4433367248311697,-0.00011194508482582436,-100.94550102694687,3.991272901572555,0.006513490416022521,6.265052478502184,23.751895422139587,32.975181964205305,18.44518580822411,32427.398570413377,2084.5100000000384,2084.5100000000357
24880,32422.436165068797,32422.472731221857,32921.88000000013,30837.37000000009,85035.00950512805,1970543.497745455,99.99999999999994,0.987965733576857,1.7541845834051285e-05,-144.37538255831774,-51.19758107266497,0.005173772833917917,4.976418880698475,23.95801741312194,26.849365638108694,0.0,32422.60835122319,2084.5100000000384,2084.5100000000357
24885,32417.934499231207,32418.001099882764,32921.88000000013,30837.370000000097,85035.18128129315,1970603.7158543172,99.99999999999994,0.5047138806221483,3.195026723625892e-05,-171.1496029099854,-91.78170240414286,0.0036943258964592515,3.553383004877105,24.172534558114627,21.793243398843174,0.0,32417.825357721624,2084.510000000031,2084.5100000000352
24890,32412.29550956709,32411.17819586692,32921.88000000013,30837.37000000009,85038.06083682005,1970643.668270255,99.99999999999994,-0.05866685163346119,-0.0005360078388549286,-174.55204418182998,-92.79763077256808,0.0019272445063195298,1.8536972205074562,24.49984908363112,16.20555708404649,0.0,32411.477138366336,2084.5100000000384,2084.5100000000357
24895,32406.266367224835,32404.175898594913,32921.880000000136,30837.370000000083,85039.24279483735,1970685.2969182422,99.99999999999994,-0.6767855512953247,-0.0010028585278659074,-170.74923699349483,-92.80114747904001,-5.996737602049093e-05,-0.0576780022784078,24.835769624765998,12.31646141092834,0.0,32404.404770351033,2084.510000000053,2084.510000000037
24900,32400.862449648495,32399.708614117295,32921.88000000013,30837.370000000086,85037.65732655012,1970666.851763413,99.99999999999994,-1.2515606679844495,-0.0005535284221233928,-155.15059688435647,-93.20727832506176,-0.001986785306548567,-1.9109014770147041,25.050078238186792,10.40483072820112,0.0,32398.911427419443,2084.510000000042,2084.5100000000375
24905,32395.84725056917,32396.171965863818,32921.88000000013,30837.370000000097,85029.78653688116,1970628.2042975933,99.99999999999994,-1.7574392710339453,0.00015577535950703382,-138.9408884459252,-98.61599640458323,-0.0037671604770171427,-3.623206322434271,25.21974152852731,9.067778291232244,0.0,32394.83637651763,2084.510000000031,2084.510000000037
24910,32390.98403711306,32391.277587230077,32921.88000000013,30837.370000000094,85029.93623957789,1970671.5508324835,99.99999999999994,-2.2427408941075555,0.00014082451848047045,-131.85798588212126,-98.68238287293886,-0.005525147660266797,-5.3139003650103405,25.454539089284527,7.473015042457945,0.0,32390.415172537967,2084.510000000035,2084.510000000037
24915,32386.131944601315,32385.796248311428,32921.88000000013,30837.370000000094,85033.34192640733,1970750.115232925,99.99999999999994,-2.7213464067681343,-0.0001610432619114213,-128.5112079075842,-98.72388414606144,-0.007294277156685036,-7.0152187409912585,25.7174948399717,6.044390309176265,0.0,32385.38762493154,2084.510000000035,2084.510000000037
24920,32381.983552837144,32382.40983292716,32921.88000000013,30837.370000000097,85033.56629822453,1970781.1201908318,99.99999999999994,-3.126247963486094,0.00020449894220425036,-119.49007709866518,-98.80084858543239,-0.008878226766133685,-8.538356374017894,25.87995102316437,5.294069842099574,0.0,32381.55211000411,2084.510000000031,2084.5100000000366
24925,32378.48445222644,32379.864875782045,32921.88000000013,30837.370000000104,85033.9354048828,1970791.5640989426,99.99999999999994,-3.4452936574634805,0.0006622292795934583,-110.67799591113803,-100.0,-0.010229248622192984,-9.837411142249039,26.00204001026969,4.761077427763681,0.0,32378.810127954526,2084.510000000024,2084.5100000000357
24930,32374.651304392468,32374.961922333878,32921.88000000013,30837.370000000097,85038.02227636664,1970825.1430591121,99.99999999999994,-3.763310953403561,0.00014901244964517736,-113.75321763307086,-100.0,-0.011578005172851203,-11.134200638665789,26.23724892978405,3.862159386976458,0.0,32374.82297017987,2084.510000000031,2084.5100000000352
24935,32375.66226505418,32375.475341092028,32921.880000000136,30837.37000000009,85042.49222714629,1970855.4453588321,99.99999999999994,-3.918743516489485,-8.967285460464025e-05,-99.95721798172465,-98.03742237125556,-0.012460281866727,-11.982361845879495,26.21261874052397,6.090189341339752,0.893481957892368,32374.046110500003,2084.5100000000457,2084.510000000036
24940,32371.38997985044,32369.234766243135,32921.88000000013,30837.37000000009,85035.5396698651,1970787.449752486,99.99999999999994,-4.1460501249166555,-0.0010339185742952238,-111.85523650154694,-98.1077282712053,-0.013527356703979842,-13.008148114739015,26.51199724429188,4.551594328307999,0.0,32369.855091038015,2084.5100000000384,2084.510000000036
24945,32377.69687343176,32377.911059243044,32921.88000000013,30837.370000000097,85031.45334471522,1970744.1760059115,99.99999999999994,-3.992124913696898,0.00010275115556392052,-66.3371315389678,-68.5657739788207,-0.013489459986963746,-12.97145987393742,26.09577026529397,32.853137183422945,16.297191305823304,32374.595182626654,2084.510000000031,2084.5100000000357
24950,32377.42894851829,32377.903244923156,32921.88000000013,30837.370000000094,85031.7230163215,1970772.2082938922,99.99999999999994,-3.8092780941879028,0.00022753376326682903,-58.55462506031966,-64.4184568910168,-0.013306723805995221,-12.795515985737438,26.096145140918843,32.842612298681146,17.775539051345124,32377.01379776433,2084.510000000035,2084.5100000000357
24955,32374.296641653353,32374.24999881654,32921.88000000013,30837.37000000009,85032.19659223345,1970795.803602219,99.99999999999994,-3.7133952177027822,-2.2375923748352863e-05,-72.55316975808672,-61.951556758932725,-0.013315049420995175,-12.803277403931133,26.271401968979934,27.839200475680528,11.95713516607907,32375.58313236127,2084.5100000000384,2084.5100000000357
24960,32373.3752547884,32373.66368327383,32921.88000000013,30837.37000000009,85031.94307581318,1970814.942480165,99.99999999999994,-3.595036852049816,0.00013836752302934436,-70.88589797072729,-58.6275956486615,-0.013218515634646202,-12.710223602178303,26.299529228753716,27.045676365454383,12.675367776022753,32374.544549844097,2084.5100000000384,2084.5100000000357
24965,32373.032422413795,32373.72674449598,32921.88000000013,30837.370000000097,85030.47359332613,1970816.1231458932,99.99999999999994,-3.443349249962921,0.00033308647220926894,-65.54049401684188,-54.81025834734509,-0.01298704193611905,-12.487441824083362,26.296503998740157,27.313082792086846,14.740436689827776,32374.16373858138,2084.510000000031,2084.5100000000352
24970,32371.30292461871,32371.764691415625,32921.88000000013,30837.37000000009,85029.09782389142,1970810.0018044047,99.99999999999994,-3.3280608383320214,0.00022152294635869034,-80.88906029629548,-51.32481738730682,-0.012820511160955497,-12.32710772145947,26.390629384579274,24.02519264343607,9.39193831621429,32372.651635155587,2084.5100000000384,2084.5100000000357
24975,32369.97124665292,32370.146757470295,32921.880000000136,30837.370000000083,85028.95126082582,1970809.4288178745,99.99999999999994,-3.2317823299235897,8.41976375142065e-05,-97.31376196664016,-45.81898398195244,-0.012678209974434194,-12.190075930462626,26.468246375878596,21.46796843871671,4.13736167299153,32370.896988579378,2084.510000000053,2084.510000000037
24980,32369.943476530916,32369.96824169713,32921.88000000013,30837.370000000086,85028.02288645516,1970792.0839338782,99.99999999999994,-3.1097015978812124,1.1880569636945882e-05,-98.03874250920325,-40.20272102541584,-0.012437076943171985,-11.958037170930766,26.476810296088367,21.169627942668896,4.428803237359009,32370.091058942988,2084.510000000042,2084.5100000000375
24985,32370.7924864952,32370.66624357678,32921.88000000013,30837.370000000097,85028.66183552562,1970800.653294749,99.99999999999994,-2.9453381457788055,-6.056239520115315e-05,-79.8092876192498,-31.61022233118093,-0.012048523264030428,-11.584285432509205,26.443325118293615,25.995133100826223,10.86504810924742,32370.341153407284,2084.510000000031,2084.510000000037
24990,32371.617764774368,32371.363489472726,32921.88000000013,30837.370000000094,85030.07664921948,1970817.3207349367,99.99999999999994,-2.7525424364030187,-0.00012198324864948277,-56.79569719470177,-14.454745287127725,-0.01154895324859449,-11.103824592391902,26.40987620723316,31.054169843568403,20.025411984692784,32371.031776434258,2084.510000000035,2084.510000000037
24995,32370.643916273602,32370.22220372397,32921.88000000013,30837.370000000094,85029.78304768383,1970810.8662958536,99.99999999999994,-2.5950980018169503,-0.0002023077604005236,-73.6603853471621,-20.58250570849796,-0.011120653238344842,-10.691898585446324,26.464626999925727,27.37797480269066,11.380868313753005,32370.573147623192,2084.510000000035,2084.510000000037
25000,32365.36444890532,32365.32042077087,32921.88000000013,30837.370000000097,85030.27939980394,1970813.0235911182,99.99999999999994,-2.575077061115735,-2.1121575069937396e-05,-167.06416740349383,-16.185984102595846,-0.011065122126305544,-10.63834495705305,26.69977976739147,17.00362231770235,0.0,32366.93774088436,2084.510000000031,2084.5100000000366
25005,32357.38741733704,32357.48254479328,32921.88000000013,30837.370000000104,85031.25277512237,1970819.919175994,99.99999999999994,-2.7418676126908395,4.563540412042232e-05,-264.8458514831896,-87.50652624339803,-0.011545943200653257,-11.100395953457337,27.075785446308014,9.845271930996006,0.0,32359.906706571433,2084.510000000024,2084.5100000000357
25010,32348.48273954714,32349.07855493476,32921.88000000013,30837.370000000097,85031.81455218322,1970799.8289507409,99.99999999999994,-3.0603971058735624,0.000285829949302206,-259.9654524653947,-90.81128604727844,-0.012488529086563633,-12.006305230479484,27.478949252599342,6.386082187645343,0.0,32351.172219008087,2084.510000000031,2084.5100000000352
25015,32339.230131873683,32340.253144541028,32921.880000000136,30837.37000000009,85031.77286589354,1970800.9755391814,99.99999999999994,-3.497899375142879,0.0004907688940542412,-224.63707829483346,-92.09877094715128,-0.013817189255655279,-13.283260561776842,27.90232982615076,4.426267645634866,0.0,32341.644590840584,2084.5100000000457,2084.510000000036
25020,32329.939852271862,32330.87511616992,32921.88000000013,30837.37000000009,85026.52094140406,1970548.4465021945,99.99999999999994,-4.0318451746461506,0.00044867326040953234,-199.58047955441813,-93.6186277571165,-0.015479125920075032,-14.880452779012558,28.352221089378528,3.1813310879362007,0.0,32331.623600143954,2084.5100000000384,2084.510000000036
25025,32324.502140162953,32325.074124885025,32921.88000000013,30837.370000000097,85023.16763763527,1970515.4204433588,99.99999999999994,-4.524705028547032,0.0002743976867808928,-167.7272276652189,-94.57557042882075,-0.017086439673275708,-16.424993532858934,28.630511492633666,2.6318606240260465,0.0,32324.11257451065,2084.510000000031,2084.5100000000357
25030,32326.1138663098,32326.447925597007,32921.88000000013,30837.370000000094,85020.4470456166,1970482.903327018,99.99999999999994,-4.771551537156483,0.00016025794417307387,-126.45763063833638,-89.10999524742641,-0.01803715985001086,-17.33833345662424,28.564606281721616,7.187453866264292,2.823693200835219,32322.87312514626,2084.510000000035,2084.5100000000357
25035,32330.048333536408,32330.084386386134,32921.88000000013,30837.37000000009,85018.71148108202,1970467.78799755,99.99999999999994,-4.766709437135432,1.729559931390085e-05,-91.69467688918576,-75.77038536544583,-0.018274760529465337,-17.566237283157534,28.39015469410024,19.196166492461614,10.730778984713206,32325.894072174535,2084.5100000000384,2084.5100000000357
25040,32329.54069264749,32328.97431188725,32921.88000000013,30837.37000000009,85015.73332848701,1970429.693113715,99.99999999999994,-4.712621384354861,-0.00027170930350036375,-81.9254787521793,-76.1898878391072,-0.018344875735761226,-17.63316232341822,28.44340819247077,18.32751071930427,8.425665456773158,32327.151978877144,2084.5100000000384,2084.5100000000357
25045,32326.124112234942,32325.004156605984,32921.88000000013,30837.370000000097,85013.30294108785,1970373.9969125914,99.99999999999994,-4.70555713894646,-0.0005372752488390674,-83.7432166374649,-80.00071054566143,-0.01852037384511541,-17.80135629679353,28.63386807423005,15.34698493910517,0.0,32325.328426584532,2084.510000000031,2084.5100000000352
25050,32324.51083176927,32323.361029356714,32921.88000000013,30837.37000000009,85011.89607891378,1970354.9085857654,99.99999999999994,-4.666266953419836,-0.0005515936179504825,-79.16995506738964,-82.7300795931153,-0.018583286358879094,-17.86134342063815,28.71269366150332,14.200085572965335,0.0,32323.66085094921,2084.5100000000384,2084.5100000000357
25055,32323.52281040167,32322.807163698115,32921.880000000136,30837.370000000083,85010.86383416533,1970359.4932759248,99.99999999999994,-4.572365430412901,-0.0003433165125408562,-74.05532919030831,-82.55345212282404,-0.01846684818359051,-17.748976821829274,28.739264206072672,13.783432940681834,0.0,32322.801242002446,2084.510000000053,2084.510000000037
25060,32320.311311641093,32320.20818252697,32921.88000000013,30837.370000000086,85008.45292218847,1970333.324795893,99.99999999999994,-4.498685426013253,-4.947403184564452e-05,-78.7177800695089,-81.82473945484803,-0.01838098433552784,-17.66599890397265,28.86394488264147,11.829037202711575,0.0,32320.821361332826,2084.510000000042,2084.5100000000375
25065,32316.092812164305,32316.626772123487,32921.88000000013,30837.370000000097,85007.34674329615,1970310.9464595255,99.99999999999994,-4.469603377969179,0.0002561561034403918,-95.04641826884118,-80.30414189975963,-0.018401618105332612,-17.68536234633939,29.035755543347502,9.582279885345685,0.0,32317.634991347877,2084.510000000031,2084.510000000037
25070,32313.23024831612,32314.259627419793,32921.88000000013,30837.370000000094,85005.27918570761,1970258.338950765,99.99999999999994,-4.438995243606769,0.0004938230585004201,-114.95809066023088,-77.65244023590819,-0.01840466225859411,-17.687822599811625,29.149314351110196,8.32773645055616,0.0,32314.805866978462,2084.510000000035,2084.510000000037
25075,32312.674190379552,32314.068726278027,32921.88000000013,30837.370000000094,85008.18323993246,1970282.5457921836,99.99999999999994,-4.3449809679768805,0.0006689993804177919,-117.25157712980122,-72.32277514604155,-0.018213220355627648,-17.503408102016692,29.158472433430095,8.22354291427122,0.0,32313.713565227637,2084.510000000035,2084.510000000037
25080,32315.48580252262,32317.093357611644,32921.88000000013,30837.370000000097,85009.10054976142,1970291.4775920338,99.99999999999994,-4.112857271466055,0.0007711908741256404,-81.60522060734536,-46.16765703354513,-0.017604611498225058,-16.918173638649023,29.01337208209489,25.86000683495891,11.5512642031512,32315.64551026553,2084.510000000031,2084.5100000000366
25085,32322.83847366453,32323.923054362178,32921.88000000013,30837.370000000104,85009.85478493846,1970316.4995304241,99.99999999999994,-3.672701891107863,0.0005203048666817288,16.99698096582597,-3.727529842784235,-0.016360166011892305,-15.7220377953563,28.685731689362886,51.246251391017445,58.634413146071175,32321.488080068117,2084.510000000024,2084.5100000000357
25090,32334.300903363575,32333.782640445337,32921.88000000013,30837.370000000097,85012.47293026547,1970377.3033451554,99.99999999999994,-2.9987280751229264,-0.00024862577691552024,153.63409250863364,18.632089404746953,-0.014380173633906972,-13.819206118958391,28.212738703809592,69.39841369361673,100.0,32330.967603884306,2084.510000000031,2084.5100000000352
25095,32347.885780470584,32345.595352285764,32921.880000000136,30837.37000000009,85015.22777847313,1970445.6700527477,99.99999999999994,-2.106971161254478,-0.0010987849349825304,228.38676955481202,32.62562061453034,-0.011684327897149509,-11.228575158795138,27.646048602038825,80.06793315915318,100.0,32343.1019608089,2084.5100000000457,2084.510000000036
25100,32359.799396821607,32358.116969107225,32921.88000000013,30837.37000000009,85015.76973590981,1970484.6428681482,99.99999999999994,-1.0489808478741907,-0.0008071094474875753,232.60364545305765,49.4330190115039,-0.008399559482398606,-8.07204215116144,27.04535026902719,86.19184196753449,100.0,32356.530752377726,2084.5100000000384,2084.510000000036
25105,32369.581772460293,32368.602911371243,32921.88000000013,30837.370000000097,85015.12650167088,1970494.5077877676,99.99999999999994,0.05499555360074737,-0.0004695880993854803,206.96494372372007,66.59387638797362,-0.004859901269606378,-4.670500472817366,26.542309157973843,89.4493408279827,100.0,32368.73412372657,2084.510000000031,2084.5100000000357
25110,32375.627583026777,32375.37557754601,32921.88000000013,30837.370000000094,85015.28569075959,1970501.8304245316,99.99999999999994,1.0667318751147832,-0.00012089434964009347,169.04650923678963,73.67587993176534,-0.001469203566858332,-1.4119801983761135,26.21740468762995,91.08026550705193,100.0,32377.51124235673,2084.510000000035,2084.5100000000357
25115,32382.457409669354,32382.31078583531,32921.88000000013,30837.37000000009,85014.05901768808,1970473.4827635195,99.99999999999994,1.997358305445232,-7.033971247130688e-05,145.58582026754308,77.29700959801055,0.001779582640017947,1.7103184579355002,25.884702599882626,92.50409909215954,100.0,32384.788784928667,2084.5100000000384,2084.5100000000357
25120,32393.60891279086,32394.050111431126,32921.88000000013,30837.37000000009,85017.03623951475,1970546.6685377432,99.99999999999994,2.99047456952394,0.00021165580412975353,140.99317462407942,85.7422288287157,0.0052788259874270976,5.07354345319618,25.32153304944556,94.3394873725302,100.0,32394.822152733414,2084.5100000000384,2084.5100000000357
25125,32407.26245676859,32407.556567441836,32921.88000000013,30837.370000000097,85013.54776990284,1970525.9706511945,99.99999999999994,4.063652158059995,0.00014109343358722232,140.30174992802293,94.67328393726282,0.009080933290403504,8.728168718676898,24.673589119662804,95.76958724213306,100.0,32407.32928879672,2084.510000000031,2084.5100000000352
25130,32415.972828611055,32416.51424357134,32921.88000000013,30837.37000000009,85011.01293283567,1970505.4875596387,99.99999999999994,5.046234841480327,0.0002597324840292747,131.65094193807045,99.62800505965187,0.012699344755329734,12.206585256451945,24.24386337454751,96.47779465611146,100.0,32417.635900660112,2084.5100000000384,2084.5100000000357
25135,32419.73029145702,32420.580457056898,32921.880000000136,30837.370000000083,85009.87524094865,1970561.1515812145,99.99999999999994,5.803571592150547,0.00040784913474967805,118.78123843488869,100.0,0.015726629100605658,15.117104300494248,24.0487953016884,96.77214702596078,100.0,32423.4570980398,2084.510000000053,2084.510000000037
25140,32420.51217358108,32421.335340515678,32921.88000000013,30837.370000000086,85010.80134707963,1970589.3176155777,99.99999999999994,6.285488710709615,0.00039489709073052483,105.10777572480042,100.0,0.017981538501598584,17.285369419452763,24.012581349307283,96.83114354802616,100.0,32425.057550433543,2084.510000000042,2084.5100000000375
25145,32418.139977746458,32418.662577097453,32921.88000000013,30837.370000000097,85012.39307720645,1970602.1753115528,99.99999999999994,6.456256890978693,0.00025070608967849787,87.83724703250483,94.65901564786864,0.019321286633635342,18.57395646880832,24.140801574598804,89.85348897413161,97.4360009817878,32422.638282715692,2084.510000000031,2084.510000000037
25150,32413.45443554568,32413.611437008843,32921.88000000013,30837.370000000094,85011.73775302536,1970606.7246302462,99.99999999999994,6.3250969949003775,7.53181626210539e-05,67.64518031598888,83.78635841992885,0.0197315261854081,18.968924247208633,24.38311943772298,77.23221893467421,92.07091444844744,32417.141344881125,2084.510000000035,2084.510000000037
25155,32403.274827640857,32403.212009586277,32921.88000000013,30837.370000000094,85008.15380692547,1970569.0502974438,99.99999999999994,5.818351339657966,-3.0135645585346197e-05,35.179336798768894,61.38357115064409,0.01896521863359215,18.232617906007363,24.88201018051461,57.3351084044606,79.30008907225039,32406.9537350492,2084.510000000035,2084.510000000037
25160,32396.994243104295,32396.75286117233,32921.88000000013,30837.370000000097,85005.61500085241,1970563.6762694512,99.99999999999994,5.156066050345544,-0.00011579792467597305,7.539537720652314,44.00400649228392,0.017612813902058218,16.932700894489244,25.19187429313335,48.09925678521043,67.54359233760701,32397.955587313085,2084.510000000031,2084.5100000000366
25165,32386.207924496197,32386.161579138337,32921.88000000013,30837.370000000104,85003.76866625984,1970542.4896217054,99.99999999999994,4.270855679929809,-2.223321445305409e-05,-43.47636322778576,19.974324518982588,0.015473831615200181,14.876393547761836,25.69996885895391,36.52281549010776,44.36148765984014,32387.015788728826,2084.510000000024,2084.5100000000357
25170,32388.221120506954,32388.21680566242,32921.88000000013,30837.370000000097,85005.40479109077,1970599.034092975,99.99999999999994,3.6009297669443185,-2.069956264507198e-06,-50.12904165111938,15.436255481598923,0.013792168379496239,13.259744682043674,25.601373672359358,39.891534286485296,37.19512757027704,32384.458799851225,2084.510000000031,2084.5100000000352
25175,32389.462518257056,32389.437986078465,32921.880000000136,30837.37000000009,85008.96342819036,1970677.5900089042,99.99999999999994,3.077900124448206,-1.176879870639653e-05,-56.96786359177652,9.199387835634353,0.012418770307386213,11.939447345437657,25.54279010039094,42.08309657592687,30.597217269672573,32385.133630055967,2084.5100000000457,2084.510000000036
25180,32373.977581580402,32374.01676792688,32921.88000000013,30837.37000000009,85011.58280925917,1970707.3226192428,99.99999999999994,2.192368564381468,1.8798828731574462e-05,-131.6304342414544,-24.684794169383874,0.009921781116397197,9.538781632640166,26.282590732270034,27.106531413737585,0.0,32375.35578571907,2084.5100000000384,2084.510000000036
25185,32351.52708785846,32351.737155858933,32921.88000000013,30837.370000000097,85012.04392176065,1970691.6474538974,99.99999999999994,0.8558918624476064,0.00010077572209932,-198.2594922107357,-62.07000260653798,0.006003809705278711,5.771923127071204,27.35140844328836,16.7636240625865,0.0,32356.141885262205,2084.510000000031,2084.5100000000357
25190,32342.665394157135,32342.57432857782,32921.88000000013,30837.370000000094,85010.6593999092,1970656.8147101987,99.99999999999994,-0.4127081318765704,-4.3686803764869394e-05,-177.35628902349774,-82.03248277960589,0.0021053368577472055,2.0239660176412144,27.790975885090692,14.107121626750242,0.0,32342.40449411309,2084.510000000035,2084.5100000000357
25195,32338.517831727073,32338.390965731833,32921.88000000013,30837.37000000009,85008.98138316665,1970629.8106590328,99.99999999999994,-1.4653871454793261,-6.086130325122968e-05,-150.7144911232635,-91.06659757702106,-0.0013203147633981465,-1.2692483095670468,27.99166395307723,12.980182673366343,0.0,32334.986128159155,2084.5100000000384,2084.5100000000357
25200,32330.665177181443,32330.495998591894,32921.88000000013,30837.37000000009,85006.20114888449,1970533.4790209893,99.99999999999994,-2.4471173489837383,-8.115988388115971e-05,-136.66962773786864,-93.2717231422215,-0.004644520156907851,-4.4647355650195095,28.37040846089626,10.99165706554328,0.0,32327.793005883184,2084.5100000000384,2084.5100000000357
25205,32320.673698476596,32320.212070214733,32921.88000000013,30837.370000000097,85006.39873471446,1970508.2942141078,99.99999999999994,-3.428272837809345,-0.00022145648707016803,-129.89075285527116,-93.75942224241992,-0.008049704386025537,-7.737812623567152,28.863758378965997,8.868072416769849,0.0,32318.90365266563,2084.510000000031,2084.5100000000352
25210,32312.967371708964,32312.21102906831,32921.88000000013,30837.37000000009,85003.55384000798,1970458.5382932601,99.99999999999994,-4.326128991688165,-0.00036283953574505097,-121.38215074056785,-93.92995061218937,-0.011290165885798021,-10.852268728147465,29.247591565010893,7.512931277177998,0.0,32310.805092088205,2084.5100000000384,2084.5100000000357
25215,32307.11793931642,32306.85939195255,32921.880000000136,30837.370000000083,85002.11351269927,1970410.2404074883,99.99999999999994,-5.070312832023774,-0.00012403268100028575,-112.54336910107179,-93.63219823886145,-0.014144804271602467,-13.595608309591626,29.504325143442422,6.692124876128773,0.0,32304.88259042561,2084.510000000053,2084.510000000037
25220,32303.202199299518,32304.194739943254,32921.88000000013,30837.370000000086,84991.47675847729,1970347.1625525975,99.99999999999994,-5.610306477476115,0.00047615057914616505,-104.50063224176793,-93.38840474764335,-0.016441607056089453,-15.802577562921215,29.632156240884722,6.282045892562593,0.0,32301.716905122143,2084.510000000042,2084.5100000000375
25225,32296.681760186148,32300.428606701123,32921.88000000013,30837.370000000097,84989.67426425099,1970307.6662017766,99.99999999999994,-6.021584583148069,0.001797471115502376,-100.27616119688263,-92.89943322613884,-0.01836660826229599,-17.652030455214117,29.81282859276263,5.690621042951278,0.0,32298.814607053097,2084.510000000031,2084.510000000037
25230,32296.135677733055,32295.720657347283,32921.88000000013,30837.370000000094,84976.21273965908,1970136.52846399,99.99999999999994,-6.357638898138248,-0.00019909733499557866,-99.87806975529975,-97.42742870724962,-0.0200565682861128,-19.275432180187636,30.038682599404016,4.986408629551974,0.0,32295.16341065773,2084.510000000035,2084.510000000037
25235,32286.134346368122,32286.50362864072,32921.88000000013,30837.370000000094,84973.89306803637,1970079.7682630473,99.99999999999994,-6.762321107289608,0.00017715543345776279,-107.47753580767696,-100.0,-0.02191750738723218,-21.06292662301348,30.480850241035068,3.8632577547002853,0.0,32287.86392839822,2084.510000000035,2084.510000000037
25240,32282.883794112655,32282.836266547136,32921.88000000013,30837.370000000097,84970.5672781431,1970047.2136536771,99.99999999999994,-7.050634760798857,-2.280035380927675e-05,-105.0074252350128,-100.0,-0.023430499642127785,-22.515904981712083,30.65678425399655,3.4881239193866094,0.0,32282.841270355246,2084.510000000031,2084.5100000000366
25245,32282.057125183957,32281.815175772772,32921.88000000013,30837.370000000104,84967.1663819636,1969938.7947729437,99.99999999999994,-7.171441546666756,-0.00011607016094213251,-100.71819502469413,-100.0,-0.024433907904657194,-23.479141364616225,30.705768944612572,3.3785139453860182,0.0,32280.70660552097,2084.510000000024,2084.5100000000357
25250,32277.910202171806,32277.994711436746,32921.88000000013,30837.370000000097,84966.36086291341,1969949.790730032,99.99999999999994,-7.246947851595905,4.054154930400727e-05,-105.48102901176406,-100.0,-0.025259054046205945,-24.271011567601818,30.889047716891337,2.9607820367984914,0.0,32277.78747537815,2084.510000000031,2084.5100000000352
25255,32272.684434449708,32272.945646207332,32921.880000000136,30837.37000000009,84964.2499753459,1969926.9297341579,99.99999999999994,-7.32307002302332,0.0001253108680814893,-112.18141795126999,-100.0,-0.02603716713226787,-25.017604405136808,31.1312660429928,2.4753909372721665,0.0,32273.545336245083,2084.5100000000457,2084.510000000036
25260,32269.696749530984,32269.898186715705,32921.88000000013,30837.37000000009,84960.78896494533,1969885.2394839954,99.99999999999994,-7.34056356342262,9.663526906645806e-05,-109.3343323095549,-100.0,-0.02660336176423968,-25.560543090228748,31.277461527381302,2.2126615967709427,0.0,32270.08831801513,2084.5100000000384,2084.510000000036
25265,32268.27794908729,32268.465038922935,32921.88000000013,30837.370000000097,84956.4981807115,1969840.4381254893,99.99999999999994,-7.267764687974704,8.975242893844221e-05,-102.19882061635708,-100.0,-0.0268629983148136,-25.808959341611626,31.34621379015624,2.0876210863955436,0.0,32268.099065317463,2084.510000000031,2084.5100000000357
25270,32267.90486782533,32267.873572404238,32921.88000000013,30837.370000000094,84954.14145998906,1969803.4701421997,99.99999999999994,-7.105095612962032,-1.501332260007897e-05,-94.70913569308703,-100.0,-0.026809568750087266,-25.756650778330368,31.374588157211203,2.0307855152192786,0.0,32267.294730264446,2084.510000000035,2084.5100000000357
25275,32267.66780771802,32267.47607969,32921.88000000013,30837.37000000009,84940.45930363465,1969753.334386064,99.99999999999994,-6.8731179382812115,-9.197750455391184e-05,-89.1539675887029,-100.0,-0.026495331037273598,-25.45385402044485,31.39365703739106,1.9871559624219657,0.0,32267.05460874188,2084.5100000000384,2084.5100000000357
25280,32266.263981612305,32266.275920745502,32921.88000000013,30837.37000000009,84931.7538780744,1969686.6601687307,99.99999999999994,-6.61701579761575,5.72754901502117e-06,-87.87589907298974,-100.0,-0.026046982990707977,-25.022286857900326,31.451232148304364,1.843645071482868,0.0,32266.391632496165,2084.5100000000384,2084.5100000000357
25285,32265.312682809006,32265.4997995579,32921.88000000013,30837.370000000097,84926.71628540485,1969614.8185557981,99.99999999999994,-6.335252213222702,8.976534000482419e-05,-83.006792637224,-100.0,-0.025463439828685982,-24.460922972200933,31.488464936230415,1.7458041685348888,0.0,32265.758207693172,2084.510000000031,2084.5100000000352
25290,32266.961520109337,32266.84356069004,32921.88000000013,30837.37000000009,84927.52050525087,1969615.3082771944,99.99999999999994,-5.978191653350223,-5.658856004438889e-05,-67.57230207399012,-91.48564957822117,-0.02460452829988981,-23.635156384865695,31.424000811225554,11.5034137046311,3.847142923114228,32266.578741882375,2084.5100000000384,2084.5100000000357
