,open,close,high,low,volume,amount,adx,absolute_price_oscillator,balance_of_power,cci,chande_momentum_oscillator,percentage_price_oscillator,macd,wr_6,rsi_6,stochastic_oscillator,tema,tr,atr
6020,32598.16280695627,32599.20008749868,32827.33000000012,30837.370000000086,88282.40393990598,2077427.3822178992,54.148643722483655,-6.673135219458345,0.0005212569812519719,-48.21687001444749,-59.70897367196134,-0.02767178640727696,-25.999873390825087,11.46404513163279,28.235444405616676,9.220092791239374,32599.084444883192,1989.9600000000319,1990.7870483321697
6025,32597.019416655552,32597.861865045037,32827.330000000125,30837.370000000097,88279.97288240049,2077364.5665123179,56.88071819344424,-6.280553218217392,0.0004233494087745779,-48.24727035425976,-83.47756347282245,-0.026660579329165997,-25.073144201760442,11.531293842845253,26.539299213611415,6.833247028672132,32599.110654861885,1989.9600000000282,1990.7279734513022
6030,32593.98714683154,32594.365121501196,32827.33000000012,30837.370000000094,88279.32946155488,2077338.6706698933,55.36044763260636,-5.982102519257751,0.00018994083783412303,-60.81519125014706,-76.88533329229377,-0.025854299843628355,-24.340282992146967,11.707013130863157,22.332739050643653,0.5964756401203392,32596.556467833285,1989.9600000000246,1990.6731182047824
6035,32590.07203848026,32590.03558840461,32827.33000000011,30837.370000000094,88277.85420206176,2077286.6752729863,54.27454008915073,-5.782535741669562,-1.8316989109195755e-05,-97.51545518952928,-74.79691483718356,-0.025286786042731154,-23.834097698967526,11.924581981321692,18.07582953410632,0.0,32592.326154156563,1989.9600000000173,1990.6221811901564
6040,32586.036242782004,32585.906316186494,32827.330000000096,30837.370000000097,88277.68699890279,2077201.2833696387,53.498891843825284,-5.653844917083916,-6.52910588702586e-05,-163.384729214014,-67.26219547869906,-0.024896233975857437,-23.495300763599516,12.13208726877053,14.838688370584947,0.0,32587.629575361865,1989.9599999999991,1990.5748825337166
6045,32586.283982209567,32586.229116601262,32827.330000000096,30837.370000000104,88278.3399032154,2077133.1159901198,52.94485738287854,-5.451362174928363,-2.7571211634746936e-05,-156.3061473593738,-55.75916703682828,-0.024279866146381793,-22.936358393537375,12.115865816340971,16.24574665798302,1.5196492228903782,32586.011039009467,1989.9599999999919,1990.5309623527362
6050,32589.42050476751,32589.276207929233,32827.33000000008,30837.370000000097,88268.08844425861,2077030.2457144877,43.52861797960441,-5.119137327339558,-7.251243154445605e-05,-90.12317497023861,-33.07021357463765,-0.023267822975204598,-21.99398476810893,11.9627425712521,29.449629923754927,23.78687584056423,32587.732995318223,1989.9599999999846,1990.4901793275399
6055,32588.709289964714,32588.450832831088,32827.330000000096,30837.37000000009,88246.57631769733,2076916.8551415072,44.22448623608449,-4.808381926493894,-0.00012988056726090288,-85.39070074383625,-34.54576544323419,-0.02227818872757048,-21.070856040703802,12.004219540544893,28.014079982054,19.14066809815527,32588.120367809886,1989.9600000000064,1990.4523093755731
6060,32583.570293278488,32583.346074547397,32827.33000000009,30837.37000000009,88247.18712722007,2076872.499426318,44.72153499071311,-4.642403660873242,-0.00011267499401557893,-134.6224783432816,-41.65923824899622,-0.02167202282725415,-20.514700507210364,12.260745213607892,20.571676424728707,0.0,32584.798713665645,1989.9599999999991,1990.417144420175
6065,32560.746364818955,32561.30981093354,32827.3300000001,30837.370000000097,88233.05267095359,2076692.7821112268,49.73582340808957,-5.075115894760529,0.00028314444239358047,-297.0362601264529,-65.70531906831529,-0.022776419711251966,-21.603058932993008,13.368117402689562,8.65739208413386,0.0,32567.947237949007,1989.9600000000064,1990.3844912473057
6070,32591.655813533314,32591.623753596163,32827.3300000001,30837.370000000094,88228.50259938822,2076559.0574237693,49.60455629055833,-4.432693285805726,-1.6110845017811173e-05,21.530994053849653,-4.542100373153657,-0.02086998346260615,-19.791366445257154,11.844773081063904,53.302696629072834,80.00454314580448,32582.335925357456,1989.96000000001,1990.3541704439274
6075,32569.80977259611,32570.015650018144,32827.33000000012,30837.37000000009,88225.40976197377,2076466.1962473993,53.421825759326744,-4.503987591346231,0.00010345807053155358,-158.3102148380495,-28.563201996337344,-0.020929304716516453,-19.87012997880447,12.930629257973564,37.58797259987877,22.976446396838345,32573.915984671334,1989.9600000000282,1990.3260154122204
6080,32560.7667634239,32559.33808262858,32827.330000000096,30837.37000000009,88226.02084236786,2076404.4056234611,56.14844680844704,-4.786927671339072,-0.0007179444789449363,-180.12548430824094,-37.17441590725457,-0.02162232226279932,-20.55717082985575,13.4672012186946,31.994628215429984,0.0,32562.866180575133,1989.9600000000064,1990.299871454205
6085,32552.72164718652,32549.900569048135,32827.33000000011,30837.370000000097,88217.94100476547,2076306.2996743713,60.89293522837138,-5.18585321331193,-0.0014176557008110258,-171.52702590217564,-41.58651391426612,-0.022701246919135488,-21.61403103205521,13.941457665077634,27.63327264712187,0.0,32551.875623667544,1989.9600000000137,1990.2755949217628
6090,32548.405857081416,32545.899523853688,32827.3300000001,30837.37000000009,88211.49683966553,2076184.9778379318,57.75095779697352,-5.506833687140897,-0.0012594892498983495,-144.4110189837845,-41.840827880809684,-0.02361968829444196,-22.51491335946048,14.142519253976262,25.841205376737918,0.0,32545.057775112295,1989.9600000000137,1990.253052427352
6095,32548.262854325978,32549.05718292361,32827.33000000012,30837.370000000083,88201.2686716201,2075901.8399709584,58.85533513969768,-5.5579560499572835,0.00039916812279269066,-106.31460599050226,-35.738625366386806,-0.023808530996361408,-22.71225960630545,13.983839729266048,30.13233135523089,6.515258705542335,32545.27534952405,1989.9600000000355,1990.2321201111151
6100,32585.10262138047,32581.88538444915,32827.3300000001,30837.370000000086,88185.47178178496,2075619.1550044895,59.64417609878637,-4.552135370315227,-0.001616734472712678,35.59093205208134,-2.804773098002243,-0.02096404340468796,-19.989272531493043,12.33414820151984,59.42387547302496,78.70195036228922,32569.35907639503,1989.9600000000173,1990.2126829603224
6105,32594.926912286315,32594.33984179096,32827.33000000011,30837.370000000097,88171.04932720169,2075398.2426582938,61.68524169359623,-3.3693059620418353,-0.0002950162291482594,87.12319951708476,5.216169515160481,-0.0174641984921492,-16.634562157501932,11.708283493595584,65.92716701240184,100.0,32588.908199963018,1989.9600000000137,1990.1946341774433
6110,32555.2337684598,32557.890905227032,32827.33000000009,30837.370000000094,88163.96119843527,2075271.3349358956,59.70611109145923,-3.487279372278863,0.0013352714462768975,-59.55645392060644,-16.615314388725825,-0.017544328568786977,-16.72426763418116,13.539925162972194,42.18354285035987,24.754960091038733,32571.06205196108,1989.9599999999955,1990.1778745933398
6115,32553.541872799175,32555.25934721223,32827.3300000001,30837.370000000094,88162.53776104967,2075203.2942165611,61.52074249214903,-3.590171388554154,0.0008630698170099163,-61.72754518797636,-17.40507835976186,-0.017625372429360138,-16.813884614133713,13.672166917319023,40.9071306513194,19.32238217483257,32560.622472596388,1989.96000000001,1990.1623121223877
6120,32545.717215463308,32543.646149788317,32827.33000000009,30837.370000000097,88156.77491679144,2075101.0755201126,62.81690777835603,-3.939327948672144,-0.0010407574398433566,-97.0281402318202,-20.130945490722024,-0.018450753076430435,-17.61889503835846,14.255756407756722,35.25750606748976,0.0,32547.882686727626,1989.9599999999919,1990.1478612565022
6125,32544.834683914956,32539.07722221537,32827.3300000001,30837.370000000104,88151.31332595662,2074956.5811920438,66.16269567592465,-4.261440403821325,-0.0028932549898430236,-105.50561361429848,-12.369228568979118,-0.019266035452282042,-18.413288937361358,14.48535537321047,33.09934579933659,0.0,32539.553606685153,1989.9599999999991,1990.1344425953234
6130,32548.466835086718,32544.002011391098,32827.3300000001,30837.370000000097,88147.25933539063,2074874.4452012398,62.27729896469746,-4.283966552637139,-0.0022436750967959073,-77.27267880706535,-30.85269750133218,-0.019277085661689418,-18.432978594217275,14.237873555700148,38.007580340947506,8.911610078478358,32540.169376555747,1989.9600000000064,1990.1219824099435
6135,32551.124337237085,32550.847135418993,32827.330000000125,30837.37000000009,88139.11704112339,2074766.3681833236,63.61453580477471,-4.028910037708556,-0.00013930019602970213,-40.33718897541612,-13.732111967193198,-0.018498648054353344,-17.69229274941972,13.893890559665884,44.76643270609447,21.298145643504174,32546.045921665853,1989.9600000000355,1990.1104122378072
6140,32558.597250627437,32559.443756043307,32827.33000000012,30837.37000000009,88135.66776406881,2074698.8430217202,64.56970497625846,-3.5222385729248344,0.00042538815648033267,13.204074827698461,0.07684890448861868,-0.01696528744371997,-16.224591450849402,13.461890890109027,52.561085907029224,36.854086875270966,32555.142685421346,1989.9600000000282,1990.0996685065372
6145,32573.020042929795,32572.701065631973,32827.33000000011,30837.370000000097,88133.83535510722,2074641.0163296564,65.25196867017543,-2.7035726045432966,-0.00016029332138441362,87.92150839783544,16.133055470510204,-0.014471544189300982,-13.832224238907656,12.79568103721423,62.38462508798837,60.843737909694845,32568.50296429498,1989.9600000000137,1990.089692184643
6150,32589.323008122636,32589.178581168686,32827.3300000001,30837.370000000094,88131.06318392172,2074557.26165163,62.30052645261045,-1.5751904634671519,-7.257781761931495e-05,138.36291659961626,28.13904312778051,-0.010986877943503963,-10.485784594271536,11.967648537228651,71.26079442693229,90.6604850405009,32585.521367253805,1989.96000000001,1990.080428457169
6155,32607.75143401712,32608.27299438808,32827.330000000125,30837.37000000009,88124.61046842822,2074406.1469907267,64.48019699940859,-0.16155325088402606,0.0002620959069338565,162.60308858246427,34.88596968717567,-0.006548771238720434,-6.221232996565959,11.008110997811068,78.36127427938648,100.0,32605.46040171679,1989.9600000000355,1990.0718264245168
6160,32628.125153332632,32628.10251395873,32827.33000000011,30837.37000000009,88117.36683042302,2074202.8108385277,66.03710453283584,1.4599834309010475,-1.1376798479906746e-05,173.8427832233079,29.486047649061305,-0.0013535551644183064,-1.2273208332189824,10.011632698214678,83.45528049578414,100.0,32626.667299760284,1989.960000000021,1990.0638388227671
6165,32643.41171782433,32642.888250512682,32827.33000000012,30837.370000000097,88108.75163629279,2073992.2128329955,68.2551548605053,3.0617774390811974,-0.0002630541878462491,166.1568966032621,30.51945395789975,0.003957302651832938,3.878763929642446,9.268615926322138,86.33390074908145,100.0,32644.39659025618,1989.960000000021,1990.0564217639994
6170,32648.546298911275,32648.65779672316,32827.3300000001,30837.37000000009,88099.3473753678,2073879.0323644248,63.41766187280672,4.361012534518522,5.603017743360805e-05,140.08984752523676,70.69388713305536,0.008550847896920927,8.295303952319955,8.978683153277538,87.36341996853346,100.0,32653.931743928235,1989.9600000000137,1990.0495344951432
6175,32651.57387398888,32652.66579788608,32827.33000000011,30837.370000000083,88091.68348719907,2073816.7471349828,59.9623097387363,5.3629396294672915,0.0005487165054565266,121.75193034337677,75.06043365163565,0.012384056842287001,11.980749316964648,8.777272011198374,88.11010158825292,100.0,32658.627799454724,1989.9600000000282,1990.0431391740638
6180,32662.518155182705,32663.53095040119,32827.33000000011,30837.370000000086,88087.35475804035,2073708.0906058087,57.49420107154316,6.3253297802039015,0.0005089525510486708,114.8310593692499,92.91763520742967,0.016146037621412743,15.59840956890912,8.231273472779984,90.02708094769366,100.0,32666.316251589116,1989.9600000000246,1990.0372006616324
6185,32674.77176152789,32674.96591992425,32827.330000000125,30837.370000000097,88084.41908839392,2073678.9172780092,59.68582652763609,7.258232493655669,9.756899453247827e-05,110.8848962951899,100.0,0.019856410852414658,19.16719041693068,7.656640338291896,91.71422723977703,100.0,32676.012751778744,1989.9600000000282,1990.0316863286607
6190,32674.007689090096,32673.842150937115,32827.330000000125,30837.370000000094,88080.32875511031,2073626.375385748,57.67400419152147,7.7907071290610475,-8.318667359230868e-05,95.05397055371036,98.2984499262446,0.022443547906074758,21.655168878176482,7.71311227677981,89.92027307725667,99.17302247642289,32677.878541087917,1989.9600000000319,1990.0265658766157
6195,32668.226661064957,32666.581028589975,32827.33000000013,30837.370000000094,88076.12483970192,2073575.7467152884,58.25149335374071,7.840416444316361,-0.0008269676149176401,74.50320347638117,87.34391135770719,0.023612898540384744,22.778422369941836,8.078000131166128,78.07856355127043,93.59755567149168,32672.180674874544,1989.9600000000391,1990.0218111711458
6200,32663.84982821255,32667.10580266354,32827.330000000125,30837.370000000097,88074.11208971032,2073543.6500652344,58.66398561246875,7.756594457114261,0.0016362009542849952,68.69630417017476,86.52291558807836,0.024303222547709082,23.44074343779357,8.05162904463349,78.32610256859444,93.66726213760509,32669.10800675718,1989.9600000000282,1990.0173960874945
6205,32655.83734232109,32655.74320984852,32827.33000000013,30837.370000000104,88073.37325385958,2073508.8977349212,60.86369332644023,7.232306334135501,-4.7303700864238035e-05,41.51539695451056,67.7689742414068,0.0236257807446027,22.786107315532718,8.622625085509757,60.558270638152955,83.36015407784335,32659.30650549639,1989.9600000000282,1990.0132963669612
6210,32653.924825793227,32651.588216871336,32827.33000000012,30837.370000000097,88071.5341847824,2073458.6868972976,54.81606377682646,6.599048985444824,-0.001174198939622256,24.50100729162072,56.625566295522994,0.022481566595860942,21.6820925968932,8.83142289939462,55.075954801306004,77.14004169399344,32652.04658924465,1989.960000000021,1990.0094894836081
6215,32611.817803969847,32606.0015960394,32827.33000000012,30837.37000000009,88069.44226151888,2073403.2792717265,44.26660804566075,4.7003736256447155,-0.0029227763022601403,-120.93756240445119,-1.6615109044208023,0.017552855856998104,16.933494872366282,11.122253912677982,25.12706577812486,19.610137247233812,32617.17214859959,1989.9600000000282,1990.0059545204954
6220,32575.444705810987,32572.373271684006,32827.33000000011,30837.37000000009,88067.61063838965,2073444.81273618,36.73128252339953,2.2429545344566577,-0.0015434652590912872,-206.79144589859436,-37.02801849465656,0.010705426170837749,10.337507876116433,12.81215342600461,16.9621887744632,0.0,32579.339768104142,1989.960000000021,1990.002672054747
6225,32551.550142421656,32553.720385967288,32827.33000000012,30837.370000000097,88062.86034689391,2073367.3354672054,35.385014158789716,-0.15333574335818412,0.001090596567585176,-201.79019445796854,-57.76140132888042,0.0036728696885320504,3.5639259514900914,13.749503207744812,13.945879746346733,0.0,32552.001154715806,1989.960000000021,1989.999624050838
6230,32544.573978316505,32548.384014920364,32827.33000000011,30837.370000000094,88055.8286359975,2073209.2798270762,31.017446649087155,-2.0785656200423546,0.0019146297432409386,-156.27282547940518,-65.1384031182744,-0.0023215080409957787,-2.209319411449542,14.017667947082476,13.143489118167054,0.0,32539.458216902873,1989.9600000000173,1989.9967937614936
6235,32561.112568077482,32560.903695021312,32827.33000000011,30837.37000000009,88043.55858338118,2072999.3137225574,24.660007529249114,-3.1064249811934133,-0.00010496344457676308,-104.79967073066786,-56.48593031853301,-0.005954491506158265,-5.708618996446603,13.388525647691523,25.251453688526695,9.890576461591161,32546.06350656372,1989.960000000021,1989.994165635674
6240,32549.904589484737,32554.087877121787,32827.33000000011,30837.37000000009,88039.63429359996,2072917.1434918246,20.118979586507656,-4.010221677417576,0.0021021968466953603,-94.31106712220483,-69.09201151939604,-0.00929806605728165,-8.928891962477792,13.73103594435705,23.143754765097654,4.5060644341285725,32546.818880643816,1989.960000000021,1989.9917252331275
6245,32556.921818891176,32557.294217247134,32827.33000000012,30837.370000000097,88038.1487127029,2072934.9398732122,22.109502779078067,-4.517289848445216,0.00018713861382015383,-76.50701519922691,-78.35727756688412,-0.01154622821274059,-11.094367672729277,13.569910086282155,26.602178598992296,7.039080606739343,32551.19989659233,1989.960000000021,1989.9894591450484
6250,32532.13271078933,32531.872174532506,32827.33000000011,30837.37000000009,88034.9357532243,2072900.218720041,16.701118651505578,-5.548111418222106,-0.00013092537378877196,-95.58135101498343,-81.37141224192403,-0.015283255781199849,-14.692503130390833,14.847425348630544,18.62721024127829,0.0,32536.430447758645,1989.960000000021,1989.9873549204037
6255,32496.860959603735,32495.3851282674,32827.33000000012,30837.370000000083,88021.43053054655,2072597.3232554877,12.837987131810939,-7.26813314055471,-0.0007416386944132023,-123.84490060699751,-84.04418789270471,-0.02106187769213906,-20.254766759331687,16.68098211686224,12.284462571058043,0.0,32505.269694624585,1989.9600000000355,1989.9854009975204
6260,32418.692014605745,32418.355852099958,32827.3300000001,30837.370000000086,87903.34007930788,2070647.2312698767,10.078607474886198,-10.63860798791211,-0.00016892927786879854,-193.57591673908033,-88.77522592236869,-0.03173659530630605,-30.52662762431646,20.551877821672456,6.595200239521404,0.0,32438.97555553417,1989.9600000000173,1989.9835866405558
6265,32384.33953522796,32385.65314054727,32827.33000000011,30837.370000000097,87801.67429001832,2068955.4468235502,14.30919706712078,-13.893217702050606,0.0006601164442059323,-200.73769310825236,-89.5696025744909,-0.04245305066733596,-40.835263381719415,22.19526319387524,5.336164166992262,0.0,32389.917415593995,1989.9600000000137,1989.9819018805172
6270,32461.75124611365,32461.921865893222,32827.33000000011,30837.370000000094,87779.10255089003,2068641.9033320008,13.244612580676108,-13.860781430772477,8.574030612273903e-05,-89.54354301694025,-50.75963750511326,-0.044042226149823505,-42.36235588905038,18.36258689154,38.30007812952724,28.238256054088556,32426.73220224424,1989.9600000000173,1989.9803374604815
6275,32434.565249295618,32448.127300235432,32827.330000000125,30837.370000000094,87765.96423626896,2068301.289591418,21.318491788776203,-13.994868196750758,0.00681523796448866,-86.301213756357,-46.18046772756583,-0.045930270787674886,-44.17645518927384,19.055795079533528,35.60882178807081,23.492260047723455,32437.145067345267,1989.9600000000319,1989.9788847847349
6280,32392.321996916882,32399.990801123422,32827.33000000012,30837.370000000097,87751.70711436875,2067815.3540906736,27.085548365990558,-15.241012604867137,0.0038537479178172972,-115.59231519668087,-48.37150199353853,-0.05088022023387357,-48.93427132015495,21.474763255376704,27.513286159770104,6.506812377753853,32409.69934391129,1989.960000000021,1989.977535871541
6285,32323.090188952763,32337.183562067756,32827.33000000011,30837.370000000104,87725.8141361106,2067213.5575257603,31.20487449257224,-17.712188234330824,0.0070822393992806525,-148.04739965804208,-54.063070456614234,-0.05939178546610117,-57.11451361152285,24.630969362819357,20.290592927778988,0.0,32354.98855604236,1989.9600000000064,1989.9762833092884
6290,32273.122843748686,32273.091293600777,32827.33000000011,30837.370000000097,87615.79418893291,2065501.9724033165,25.662583664007833,-21.08450022343459,-1.5854664369636305e-05,-167.24736521657277,-59.939774249610664,-0.07070653964117125,-67.98543125470678,27.85175111054189,15.354618325193385,0.0,32288.53642644837,1989.9600000000137,1989.9751202157686
6295,32350.186955200457,32350.189946939034,32827.330000000125,30837.37000000009,87577.65966217918,2064885.3811850904,29.925465776792656,-20.990718089167785,1.5034164387142165e-06,-86.26247169846123,-40.22320298461456,-0.07236966597141069,-69.57744929854016,23.97736904566339,37.353379367415116,26.78781489530203,32318.001729281823,1989.9600000000355,1989.974040200359
6300,32352.818184774947,32354.671833177752,32827.33000000012,30837.37000000009,87560.51168899312,2064560.2647415025,32.97038157163895,-20.428471946717764,0.0009315003330742888,-71.12151283900378,-38.23693630563694,-0.07247724555043045,-69.67432209106119,23.75214410452296,38.46891843942623,28.345039746141452,32338.32786751227,1989.9600000000282,1989.9730373289067
6305,32350.2879430441,32350.47092321272,32827.33000000011,30837.370000000097,87548.01833236332,2064342.6820941162,35.14532142510059,-19.779762372207188,9.195168175326334e-05,-65.83058976704062,-39.581752298599866,-0.07208541428185553,-69.29132553436284,23.9632493511124,37.71356789053125,27.22689429762151,32346.333552299315,1989.9600000000137,1989.9721060911286
6310,32373.845919052877,32374.004561267753,32827.33000000011,30837.370000000094,87535.64927502675,2064029.4554453644,32.22615654131456,-18.277860609883646,7.972130840606099e-05,-36.89102690022247,-30.322220479250536,-0.06900359620570383,-66.32428501934919,22.780630702745995,44.97652574227259,35.507469934597076,32367.194199770922,1989.9600000000173,1989.9712413703348
6315,32344.348934863287,32335.284234389743,32827.33000000012,30837.37000000009,87530.58349819518,2063779.399442272,34.526009719779935,-17.96703320175584,-0.0045552174282617,-69.99439303092116,-30.61982985885628,-0.06901852852647392,-66.3326493238419,24.726414883232522,36.55961259359051,24.033050882678374,32349.000612551015,1989.9600000000282,1989.9704384153129
6320,32329.121988482264,32323.38891824581,32827.33000000012,30837.37000000009,87521.66237633584,2063511.7308115342,36.168761990112344,-17.769121894525597,-0.002880997726814808,-77.70948995206605,-20.747245192369817,-0.06923255041352433,-66.53218903458401,25.324181478738517,34.20014961764471,22.62663951992475,32332.282498318058,1989.9600000000282,1989.969692814221
6325,32313.958669601125,32325.504401687256,32827.33000000012,30837.370000000097,87511.47999602539,2063257.9505425072,37.34215646892121,-17.253872786048305,0.005801992043122145,-67.6606057351392,-14.081557036803186,-0.06843649015152939,-65.76156546750644,25.217873641322182,35.09409437819538,27.75668550392675,32326.78197603208,1989.960000000021,1989.9690004703496
6330,32257.80509061368,32257.110683262716,32827.33000000011,30837.37000000009,87500.02389609168,2062826.9097320621,28.601663118351727,-18.54753094248008,-0.0003489554317502705,-157.01243172880655,-48.849413516278766,-0.07271524405813323,-69.86429017710907,28.65481299812029,22.981229569266503,0.0,32276.914800630155,1989.960000000021,1989.9683575796118
6335,32250.22629575462,32247.47073960765,32827.33000000012,30837.370000000083,87488.40102405655,2062499.3529856969,22.358453582230666,-19.462213678471016,-0.0013847294151494132,-143.0295798968488,-48.33748091895919,-0.07604206872878946,-73.05149974056985,29.13924201453595,21.71362253713643,0.0,32249.71053549365,1989.9600000000355,1989.967760609642
6340,32270.67304591057,32263.339011674278,32827.3300000001,30837.370000000086,87455.62659839321,2062117.3895080066,17.899018199287056,-19.344349664173933,-0.0036855184206182313,-106.3970939868483,-35.69351605113765,-0.07646533241694334,-73.45026046171915,28.34182537969761,29.40528082970681,7.908175051432687,32251.642190183822,1989.9600000000173,1989.967206280383
6345,32277.07416752635,32279.077908898875,32827.33000000011,30837.370000000097,87503.77823501365,2062216.310353035,21.86852297085224,-18.467907557685976,0.001006925452032113,-67.9264016345406,-17.304714961235106,-0.07461873545257519,-71.67011525995258,27.550910123883575,36.796267492024924,20.72328648251799,32266.162081160666,1989.9600000000137,1989.966691546071
6350,32301.69726012387,32301.52047968211,32827.33000000011,30837.370000000094,87493.53866323504,2062049.795659937,19.652578700833295,-16.851628904027166,-8.88361784967359e-05,-19.95770538611093,9.665529927662885,-0.07045705443886428,-67.66837060623584,26.42312007869504,46.39877150505636,42.71564658787365,32289.923622484916,1989.9600000000173,1989.9662135784956
6355,32336.816872972373,32336.610415353058,32827.33000000012,30837.370000000094,87480.08238953455,2061752.1787774737,23.870609223140978,-14.350663233617524,-0.00010374963281432057,45.08240436935519,-5.386118986655303,-0.06347747168874847,-60.962753908272134,24.659771284199262,58.288859107201446,70.44731169572705,32325.41098599642,1989.9600000000246,1989.965769751462
6360,32290.22615913965,32297.17441064515,32827.33000000012,30837.370000000097,87470.87155554704,2061465.8588347463,26.883488167646473,-13.388926936986536,0.0034916538551037907,-32.93424279366487,-20.02870996235838,-0.06056307988986765,-58.16022548732508,26.64151989763398,44.86661341138969,39.28093721140994,32312.240243758755,1989.960000000021,1989.965357626359
6365,32289.455063247515,32289.999181041294,32827.33000000012,30837.370000000104,87464.00095552258,2061243.0283631394,29.03554455657897,-12.652226718601014,0.00027343152313571485,-39.58260986259365,-20.848777959217788,-0.058186127461320604,-55.87410073291176,27.002091447004744,42.718864682412125,33.61033506747748,32299.986805616598,1989.9600000000137,1989.964974938763
6370,32298.3431541017,32298.35494546787,32827.33000000011,30837.370000000097,87449.95856808551,2061067.875830799,21.137566629871333,-11.64664342685137,5.925428735762114e-06,-16.146806417789733,-27.52181509381515,-0.05496652232303999,-52.77967875473405,26.58219534725537,46.31041425160549,40.21391687426112,32299.88103986462,1989.9600000000137,1989.964619585995
6375,32315.081681073392,32316.694525819552,32827.33000000012,30837.37000000009,87445.61361975654,2060995.175992804,15.496153825080167,-10.171296303000418,0.0008104910380910459,32.676404870031774,-7.304670608745182,-0.05029346413665299,-48.29080978360798,25.66058987017624,53.92009256556273,54.707733713957175,32312.53744072567,1989.9600000000282,1989.964289615569
6380,32322.990068794643,32323.601676987615,32827.3300000001,30837.37000000009,87436.86162185468,2060931.7332181744,11.466573250229334,-8.703689299356483,0.0003073469783172498,67.71978685943854,0.08527317276056896,-0.04548500030413122,-43.672569216942065,25.31348986977105,56.69413905604903,85.40634318370557,32322.557564547587,1989.9600000000137,1989.963983214458
6385,32320.857929453698,32320.31065719554,32827.33000000011,30837.370000000097,87439.74733918102,2060913.5711724462,16.20513336715772,-7.561544611584395,-0.00027501671297817135,64.35781150084304,-2.0718781349181206,-0.04147282646561226,-39.81912796758843,25.478871073015107,54.807642410164,81.71436229578428,32323.85168241794,1989.9600000000137,1989.9636986991407
6390,32322.206444225812,32322.16051683274,32827.33000000011,30837.370000000094,87435.18251369336,2060841.5348905716,14.339849932039103,-6.531738041732751,-2.3079555906604156e-05,70.37129313226853,35.32739887215317,-0.037703000160497005,-36.19870367902695,25.38591143376603,55.79969046944321,83.78959941296246,32324.858084461783,1989.9600000000173,1989.9634345063462
6395,32333.61305129621,32333.839455075606,32827.330000000125,30837.37000000009,87468.52948222836,2060849.7537490262,23.289402123567914,-5.31925551403765,0.00011377303030908805,100.65619433730478,46.39158830833532,-0.033349118221742545,-32.01801489022182,24.799018318182828,62.10237462010522,96.89144003017668,32332.81476066932,1989.9600000000355,1989.963189184467
6400,32351.83538981247,32351.85852269386,32827.33000000012,30837.37000000009,87470.11162245722,2060702.074575505,29.681939403231354,-3.809564380935626,1.1624797176705006e-05,130.84022082779677,47.00383487077166,-0.02806038999402567,-26.940250303923676,23.893519332361333,70.01779524000355,100.0,32348.295332435955,1989.9600000000282,1989.9629613855784
6405,32366.71673749214,32366.42368825522,32827.33000000011,30837.370000000097,87445.4579747106,2060484.1618889116,34.24803746013381,-2.2056832336274965,-0.00014726388315323548,155.1037317054555,46.67146414427231,-0.02238666009122193,-21.493039767836308,23.161586752743567,75.06872032059398,100.0,32364.364781484484,1989.9600000000137,1989.962749858038
6410,32365.8555749365,32364.689961101307,32827.330000000096,30837.37000000009,87402.07756824895,2060354.7994403883,27.757709371956196,-1.0302363587470609,-0.0005857473693911684,135.86416134739696,37.95297608928399,-0.01783044591607929,-17.118650320007873,23.248710471507486,73.30477071998732,98.01509910760383,32368.825377904333,1989.9600000000064,1989.9625534396073
6415,32366.444138593517,32366.324986744516,32827.3300000001,30837.370000000083,87397.44053528852,2060275.50487379,23.121760737543614,-0.09507388258498395,-5.9876504553535624e-05,117.58664143732275,22.34404530931343,-0.013921757017421084,-13.365908389972901,23.166546727351296,73.996264011247,99.87085096874823,32370.45781877959,1989.960000000021,1989.9623710510655
6420,32371.856042687064,32368.445552728863,32827.33000000009,30837.370000000086,87388.3580991998,2060236.8482713636,19.810368855820336,0.660035145625443,-0.0017138484985636127,104.56485744955495,74.49600315234267,-0.010524592645571965,-10.104245962957066,23.059983480635427,75.00396995930998,100.0,32371.44156644988,1989.9600000000028,1989.9622016902754
6425,32397.975108258677,32397.207491748613,32827.3300000001,30837.370000000097,87382.99348750731,2060149.0712422188,28.02521557432071,2.0376531688852992,-0.00038574469339273894,145.47949092456957,91.42957355689728,-0.005353485949722696,-5.139264641496993,21.61463085948949,84.67190705018334,100.0,32391.164508805738,1989.9600000000064,1989.9620444266845
6430,32402.843944076292,32401.86598413249,32827.3300000001,30837.370000000094,87377.00963652058,2059952.054171346,29.320029524112122,3.1566085160484363,-0.0004914470360211587,130.19892677867495,91.15054001092234,-0.0008542717757056567,-0.8191372662404319,21.38053105929834,85.74362467513838,100.0,32402.045378235412,1989.96000000001,1989.961898396208
6435,32384.784916673227,32382.92803207587,32827.33000000012,30837.370000000094,87366.26987823054,2059683.6099352944,36.644314070806274,3.3837163800817507,-0.0009331265941811975,77.74722192384552,58.01869480507187,0.0011070799570803511,1.064192989244475,22.332206070686865,63.936066841404745,81.70441307426067,32392.081615768708,1989.9600000000246,1989.9617627964806
