symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count,date,time
BTCUSDT,16.65000000,0.087,19246.11197873,19152.15000000,19168.43000000,0.02226900,19168.42000000,0.00899100,19168.43000000,5.90061300,19151.78000000,19570.00000000,19028.97000000,55373.13690400,1065717593.46803739,1607929813066,1608016213066,506680247,507669764,989518,12/15/20,01:10:13
BTCUSDT,17.37000000,0.091,19246.11280714,19151.06000000,19168.43000000,0.02886700,19168.42000000,0.95066000,19168.43000000,3.35647100,19151.06000000,19570.00000000,19028.97000000,55372.65543000,1065708372.83654221,1607929813973,1608016213973,506680254,507669766,989513,12/15/20,01:10:14
BTCUSDT,17.36000000,0.091,19246.11278850,19151.06000000,19168.42000000,0.00526500,19168.42000000,1.03940400,19168.43000000,4.53933800,19151.06000000,19570.00000000,19028.97000000,55372.66871500,1065708627.48908211,1607929814751,1608016214751,506680254,507669769,989516,12/15/20,01:10:15
BTCUSDT,17.13000000,0.089,19246.11068364,19151.06000000,19168.18000000,0.77249200,19168.17000000,0.88082000,19168.18000000,5.08609900,19151.05000000,19570.00000000,19028.97000000,55374.18629000,1065737718.35358726,1607929815993,1608016215993,506680261,507669780,989520,12/15/20,01:10:16
BTCUSDT,17.13000000,0.089,19246.11051553,19151.05000000,19168.18000000,0.93649900,19168.17000000,0.00831800,19168.18000000,5.74310100,19151.05000000,19570.00000000,19028.97000000,55374.31376700,1065740162.48130976,1607929816998,1608016216998,506680267,507669783,989517,12/15/20,01:10:17
BTCUSDT,16.84000000,0.088,19246.11049027,19150.83000000,19167.67000000,0.00176100,19167.66000000,0.99473200,19167.67000000,8.26887100,19150.83000000,19570.00000000,19028.97000000,55374.34332000,1065740729.86271455,1607929817991,1608016217991,506680273,507669797,989525,12/15/20,01:10:18
BTCUSDT,16.33000000,0.085,19246.10926584,19150.83000000,19167.16000000,0.00315000,19167.15000000,0.88770500,19167.16000000,4.65001000,19150.83000000,19570.00000000,19028.97000000,55375.23094700,1065757745.42695052,1607929818984,1608016218984,506680277,507669802,989526,12/15/20,01:10:19
BTCUSDT,16.33000000,0.085,19246.10920536,19150.83000000,19167.16000000,0.00610000,19167.15000000,1.32550700,19167.16000000,4.55517400,19150.83000000,19570.00000000,19028.97000000,55375.27361000,1065758563.17478125,1607929819891,1608016219891,506680278,507669807,989530,12/15/20,01:10:20
BTCUSDT,16.84000000,0.088,19246.10920882,19150.83000000,19167.66000000,0.00484800,19167.65000000,3.43495300,19167.66000000,0.06194700,19150.82000000,19570.00000000,19028.97000000,55375.27349800,1065758561.21096013,1607929820954,1608016220954,506680281,507669810,989530,12/15/20,01:10:21
BTCUSDT,19.94000000,0.104,19246.11255582,19147.73000000,19167.66000000,0.04788100,19167.65000000,1.07283800,19167.66000000,4.96524500,19147.72000000,19570.00000000,19028.97000000,55373.40544300,1065722793.75517233,1607929821919,1608016221919,506680313,507669815,989503,12/15/20,01:10:22
BTCUSDT,22.93000000,0.120,19246.11254021,19144.73000000,19167.66000000,0.22626900,19167.65000000,1.07515600,19167.66000000,2.35307800,19144.73000000,19570.00000000,19028.97000000,55373.45237800,1065723696.20688514,1607929822957,1608016222957,506680328,507669818,989491,12/15/20,01:10:23
BTCUSDT,22.93000000,0.120,19246.11256671,19144.73000000,19167.66000000,0.00462400,19167.65000000,1.06472900,19167.66000000,2.45727300,19144.73000000,19570.00000000,19028.97000000,55373.45522800,1065723752.52580057,1607929823650,1608016223650,506680330,507669825,989496,12/15/20,01:10:24
BTCUSDT,26.19000000,0.137,19246.11363717,19142.11000000,19168.30000000,0.00061100,19168.29000000,1.01402400,19168.30000000,2.61259500,19142.11000000,19570.00000000,19028.97000000,55372.88014900,1065712743.76497316,1607929824833,1608016224833,506680344,507669827,989484,12/15/20,01:10:25
BTCUSDT,26.18000000,0.137,19246.11371864,19142.11000000,19168.29000000,0.03297100,19168.29000000,1.00605300,19168.30000000,2.63925800,19142.11000000,19570.00000000,19028.97000000,55372.84507400,1065712073.21865148,1607929825647,1608016225647,506680348,507669829,989482,12/15/20,01:10:25
BTCUSDT,25.81000000,0.135,19246.11513843,19144.77000000,19168.30000000,0.05535000,19168.29000000,0.10434500,19168.30000000,4.57843900,19142.49000000,19570.00000000,19028.97000000,55372.09919700,1065697796.60230288,1607929826784,1608016226784,506680360,507669834,989475,12/15/20,01:10:26
